,,,,,,,,,,,,,,,,,,,,,,,"Press, NDA Waiver, VIPs",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Name,,email,,Task,Time,Company,Host,,arrived,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Audit Checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Audit,,,Date,,Officer,Checked,Comment,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Radio Log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Issuing,,,,,,,,,,,,,,Returning,,,,,,,,,,,,,,,,,,,
,Radio Number,,,,Name Officer,,,,Officer,,Date Out,,Time Out,,Date Returned,,Time Returned,,Officer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausgabe Karten,,,,,,,
,,,,Reports,,,,,,,,E(Con),6,,Karten,,,,Karten Farbe Zähler,,,,GSO EMEA Check,Site Assessments,Site Security Posture ,Audits,,,,,,,,
,,,,Mail NetzGD,Mail Leagel,Incident Report,Lost and Found,User walk in,,,,P,5,,E(Con),P,E (FTE),,E(Con),P,E (FTE),,,,,,E(Con),P,E (FTE),,,,,
,,,,,,,,,,,,E(FTE),10,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Datum,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,9/1/2022,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,0,0,0,0,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,0,0,0,0,0,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,0,,,,FALSE,FALSE,FALSE,,,,,
,,,,0,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,,,,
,,,,,,,,,,,,,,,0,0,0,,0,0,0,,,,,,0,0,0,,,,,
,,,,,,,,,,,,,,,6,5,10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,5,10,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Mail Legal ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Mail Netz DG,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,User Walk-in,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Incident Report,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Medical Equipment,,Lost and Found,,,,Dilmon S.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Key Audit,,,,,,Youssef E.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Badge Audit,,,,,,Kevin G.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,L&F Audit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PPE Audit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,IT Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AED Audit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,✔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,✘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
